"SOURCE_SYSTEM","SOURCE_CONN","TABSCHEMA","TABNAME","COLNO","COLNAME","TYPENAME","LENGTH","SCALE","REMARKS","TAB_CATALOG","TAB_REMARKS","LIMITIERUNG"
"21C",SBK21C,USR01537,LE_LMKV,34,KOSTENTRGR_BEHOERDE_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Behoerde (class partner.business.BehoerdeModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,35,EINWEISNDRLE_LEINST_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeInstitution (class leistungserbringer.business.stammdaten.LeInstitutionModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,36,EINWARZT_ANSPRPARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_Ansprechpartner (class leistungserbringer.business.stammdaten.AnsprechpartnerModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,37,KOOPARZT_ANSPRPARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_Ansprechpartner (class leistungserbringer.business.stammdaten.AnsprechpartnerModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,38,WEITKOOPARZT_ANSPRPARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_Ansprechpartner (class leistungserbringer.business.stammdaten.AnsprechpartnerModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,39,BETRRZA_LEINST_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeInstitution (class leistungserbringer.business.stammdaten.LeInstitutionModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,40,LEBENDSPENDR_NATPERSON_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_NatuerlichePerson (class partner.business.NatuerlichePersonModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,41,ANTRAG_ANTRAGKV_ID,BIGINT,8,0,foreign key; references table LE_AntragKv (class leistungen.business.khpv.kv.AntragKvModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMKV,42,AUFENTHALT_AUFENTHALT_ID,BIGINT,8,0,foreign key; references table LE_Aufenthalt (class leistungen.business.khpv.AufenthaltModel),,class leistungen.business.khpv.kv.LmKvModel,
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,4,STATUS,SMALLINT,2,0,attribute StatusIntern in class leistungen.business.AbstractLMModel; codetype kerntabellen.business.LmStatusType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,5,ANBIETERART,SMALLINT,2,0,attribute Anbieterart in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.AnbieterartPraeventionType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,6,ANSCHLUSSREHABILITATION,SMALLINT,2,0,attribute Anschlussrehabilitation in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,7,ANTRAGKURORT,VARCHAR,70,0,attribute AntragKurort in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,8,BEFOERDERUNGSMITTEL,SMALLINT,2,0,attribute Befoerderungsmittel in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.FahrkostenbefoerderungsmittelType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,9,BEGLEITUNG,SMALLINT,2,0,attribute Begleitung in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,10,ENTFERNUNG,SMALLINT,2,0,attribute Entfernung in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,11,IDENTEINGABRCODE,SMALLINT,2,0,attribute IdentEingereichterAbrechnungscode in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.AbrechnungscodeType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,12,IDENTEINGTARIFKENNZ,VARCHAR,8,0,attribute IdentEingereichtesTarifkennzeichen in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,13,IDENTERBRINGENDERLE,VARCHAR,13,0,attribute IdentErbringenderLeistungserbringer in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,14,IDENTKOSTENTRAEGER,VARCHAR,20,0,attribute IdentKostentraeger in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,15,GESAMTNETTOBETRAG,DECIMAL,17,2,attribute GesamtNettobetrag in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,16,GESAMTZUZAHLUNGIST,DECIMAL,17,2,attribute GesamtZuzahlungIst in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,17,GESAMTZUZAHLUNGSOLL,DECIMAL,17,2,attribute GesamtZuzahlungSoll in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,18,KOMPAKTKUR,SMALLINT,2,0,attribute Kompaktkur in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,19,LEIGRUNDFAHRKOSTEN,SMALLINT,2,0,attribute LeistungsgrundFahrkosten in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.FahrkostenLeiGrundType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,20,LEIGRUNDHAUSHALTSHILFE,SMALLINT,2,0,attribute LeistungsgrundHaushaltshilfe in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.HaushaltshilfeLeiGrundType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,21,BEANTRREHAINDIK,SMALLINT,2,0,attribute BeantragteRehaIndikation in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.RehaArtIndikationType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,22,RSANACH,SMALLINT,2,0,attribute RSANacherfasst in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,23,ZUSCHUSSART,SMALLINT,2,0,attribute Zuschussart in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.ZuschussartAmbVorsorgeType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,24,SAPV,SMALLINT,2,0,attribute SAPV in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,25,HZVFALL,SMALLINT,2,0,attribute HzvFall in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,26,VERTRAGSKENNZEICHEN,VARCHAR,50,0,attribute Vertragskennzeichen in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,27,BEWILLREHAINDIK,SMALLINT,2,0,attribute BewilligteRehaIndikation in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.RehaArtIndikationType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,28,WOHNFORM,SMALLINT,2,0,attribute Wohnform in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.WohnformType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,29,KOSTENERSTPAR13ABS3PSY,SMALLINT,2,0,attribute KostenerstattungPar13Abs3Psy in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,30,VERSPERSON_VERSPERSON_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table ME_VersichertePerson (class meldungen.business.VersichertePersonModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,31,BEWILLIGTPA_PARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Partner (class partner.business.PartnerModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,32,BEANTRAGPA_PARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Partner (class partner.business.PartnerModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,33,ERBRINGPA_PARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Partner (class partner.business.PartnerModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,34,KOSTENTRGR_BEHOERDE_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Behoerde (class partner.business.BehoerdeModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,35,ERBRINGENDER_LEINST_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeInstitution (class leistungserbringer.business.stammdaten.LeInstitutionModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,36,LEBENDSPENDR_NATPERSON_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_NatuerlichePerson (class partner.business.NatuerlichePersonModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,37,LEIMN_LEISTMASSN_ID,BIGINT,8,0,foreign key; references table LE_Leistungsmassnahme (class leistungen.business.LeistungsmassnahmeModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,38,DATENSATZTPA_TPADATENSATZ_ID,BIGINT,8,0,foreign key; references table LE_TPADatensatz (class leistungen.business.tpverfahren.TPAusDatensatzModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,39,BEHANDLUNGSBEGINN,DATE,4,0,attribute BehandlungsBeginn in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,40,BEHANDLUNGSENDE,DATE,4,0,attribute BehandlungsEnde in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,41,BEHANDLUNGSENDEGRUND,SMALLINT,2,0,attribute BehandlungsEndeGrund in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.BehandlungEndeGrundType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,42,LEISTUNGSGRUND,SMALLINT,2,0,attribute Leistungsgrund in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel; codetype kerntabellen.business.LeistungsgrundBasisType,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,43,BEAUFTSTELLE_INSTKENNZ_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_InstKennzeichen (class partner.business.InstitutionskennzeichenModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,44,ZPPKURS_ZPPKURS_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_ZPPKurs (class leistungserbringer.business.zpp.ZPPKursModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,45,PSYCHONEUFALL,SMALLINT,2,0,attribute PsychoNeufall in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,46,DURCHGEFTHERAPIEEINHEITEN,DECIMAL,4,1,attribute DurchgefTherapieeinheiten in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,47,REZIDIVPROPHYLAXE,SMALLINT,2,0,attribute Rezidivprophylaxe in class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LMSONSTIGELEISTUNG,48,MITTEIGSEMPF_PARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PP_Partner (class partner.business.PartnerModel),,class leistungen.business.sonstige.sonstigeleistung.LMSonstigeLeistungModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,4,VAL,VARCHAR,2048,0,attribute Val in class partner.business.DynamicContainerValueModel,,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,5,USERVAL_USER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table FE_User (class framework.business.workflow.UserModel),,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,6,ORGEINHEITVAL_ORGEINHEIT_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table PO_OrgEinheit (class organisationsstruktur.business.OrgEinheitModel),,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,7,KEY_DCKEY_ID,BIGINT,8,0,foreign key; references table PP_DCKey (class partner.business.DynamicContainerKeyModel),,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,8,PARTNERVAL_PARTNER_ID,BIGINT,8,0,foreign key; references table PP_Partner (class partner.business.PartnerModel),,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,9,TABPAGEVAL_DCTABPAGE_ID,BIGINT,8,0,foreign key; references table PP_DCTabPage (class partner.business.zusatzregister.DynamicContainerTabPageValModel),,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDEDCVAL,10,BESCHWERDE_BESCHWERDE_ID,BIGINT,8,0,foreign key; references table CR_Beschwerde (class crm.business.beschwerde.BeschwerdeModel),,class crm.business.beschwerde.BeschwerdeDCValModel,
"21C",SBK21C,USR01537,CR_BESCHWERDESTELLER,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class crm.business.beschwerde.BeschwerdestellerModel,
"21C",SBK21C,USR01537,CR_BESCHWERDESTELLER,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class crm.business.beschwerde.BeschwerdestellerModel,
"21C",SBK21C,USR01537,CR_BESCHWERDESTELLER,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class crm.business.beschwerde.BeschwerdestellerModel,
"21C",SBK21C,USR01537,CR_BESCHWERDESTELLER,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class crm.business.beschwerde.BeschwerdestellerModel,
